(かさを～) さす
スチュワーデス
スチーム
ステレオ
ステーキ
ステージ
スト
ストッキング
ストップ
ストライキ
ストレス
ストロボ
ストロー
ストーブ
スピーカー
スピーチ
スプリング
スプーン
スペース
スポーツ
スポーツカー
スマート
スライド
スラックス
スリッパ
スーツ
スーツケース
スーパー (マーケット)
スープ
ズボン
セクション
セックス
セット
セメント
セレモニー
センス
センター
センチ
セーター
セール
ゼミ
ゼリー
ゼロ
ソックス
ソファー
ソフト
ソロ
ソース
タイア
タイトル
タイピスト
タイプ
タイプライター
タイマー
タイミング
タイム
タイムリー
タイル
タオル
タクシー
タレント
タワー
ダイヤ
ダイヤグラム
ダイヤモンド
ダイヤル
ダウン
ダブル
ダム
ダンス
ダンプ
ダース
チェックする
チェンジ
チップ
チャイム
チャンス
チャンネル
チョーク
チーズ
チーム
チームワーク
ティシュペーパー
テキスト
テスト
テニス
テニスコート
テレックス
テレビ
テント
テンポ
テーブル
テープ
テープレコーダー
テーマ
デコレーション
デザイン
デザート
デッサン
デパート
デモ
デモンストレーション
データ
デート
トイレ
トップ
トラック
トラブル
トランジスター
トランプ
トレーニング
トン
トンネル
トーン
ドア
ドライ
ドライクリーニング
ドライバー
ドライブ
ドライブイン
ドラマ
ドリル
ドレス
ナイター
ナイフ
ナイロン
ナプキン
ナンセンス
ナンバー
ニュアンス
ニュー
ニュース
ネガ
ネクタイ
ネックレス
ノイローゼ
ノック
ノー
ノート
ハイキング
ハンカチ
ハンガー
ハンサム
ハンドル
ハンバーグ
バイオリン
バイバイ
バケツ
バス
バター
バック
バッグ
バッジ
バッテリー
バット
バランス
バンド
バー
パイプ
パイロット
パジャマ
パス
パスポート
パソコン
パターン
パチンコ
パトカー
パパ
パン
パンク
パンツ
パーセント
パーティー
パート
パート (タイム)
ヒント
ビジネス
ビタミン
ビデオ
ビニール
ビル
ビルディング
ビール
ビールス
ピアノ
ピクニック
ピストル
ピン
ピンク
ファイト
ファイル
ファスナー
ファックス
ファン
フィルタ
フィルム
フォーク
フォーム
フライパン
フリー
フロント
ブザー
ブラウス
ブラシ
ブル
ブレーキ
ブローチ
ブーツ
ブーム
プラス
プラスチック
プラットホーム
プラン
プリント
プレゼント
プロ
プログラム
プール
ヘリコプター
ベスト
ベストセラー
ベッド
ベテラン
ベル
ベルト
ベンチ
ベース
ペア
ペット
ペン
ペンキ
ペンチ
ページ
ホテル
ホース
ホーム
ホール
ボイコット
ボタン
ボルト
ボーイ
ボート
ボーナス
ボール
ボールペン
ポイント
ポケット
ポジション
ポスター
ポスト
ポット
ポンプ
ポーズ
マイク
マイクロフォン
マイナス
マイ～
マスク
マスコミ
マスター
マッサージ
マッチ
マフラー
ママ
マラソン
マンション
マーク
マーケット
ミシン
ミス
ミスプリント
ミセス
ミュージック
ミリ (メートル)
ミルク
ムード
メッセージ
メディア
メニュー
メモ
メロディー
メンバー
メーカー
メートル
モダン
モデル
モニター
モノレール
モーター
モーテル
ヤング
ユニフォーム
ユニーク
ユーモア
ヨット
ヨーロッパ
ライス
ライター
ラケット
ラジオ
ラジオカセ
ラッシュアワー
ラベル
ランチ
ランニング
ランプ
リズム
リットル
リボン
リポート
リード
ルーズ
ルール
レインコート
レギュラー
レクリェーション
レコード
レジ
レジャー
レストラン
レッスン
レディー
レバー
レベル
レポート
リポート
レンジ
レンズ
レンタカー
レントゲン
レース
ロケット
ロッカー
ロビー
ロマンチック
ロープ
ロープウエイ
ローマ字
ワイシャツ
ワイン
ワット
ワンピース
ワープロ
一
一つ
一人
一人一人
一休み
一体
一切
一別
一同
一変
一定
一家
一層
一帯
一度
一度に
一律
一心
一応
一息
一括
一挙に
一斉
一方
一日
一旦
一昨年
一昨日
一昨昨日
一時
一月
一概に
一様
一段と
一気
一流
一生
一生懸命
一番
一目
一瞬
一種
一筋
一緒
一致
一般
一見
一言
一通り
一連
一部分
一面
一頃
一～
丁寧
丁度
七
七つ
七日
万
万一
万人
万年筆
万歳
万能
丈
丈夫
三
三つ
三味線
三日
三日月
三角
上
上がり
上がる
上げる
上り
上る
上下
上京
上位
上司
上品
上回る
上手
上旬
上昇
上演
上着
上空
上等
上級
上達
上陸
上～
下
下げる
下さい
下す
下り
下りる
下る
下取り
下品
下地
下宿
下心
下手
下旬
下書き
下水
下火
下町
下痢
下着
下線
下調べ
下車
下降
下駄
不
不便
不利
不動産
不可
不可欠
不吉
不在
不安
不審
不平
不幸
不当
不思議
不意
不振
不明
不景気
不服
不正
不況
不満
不潔
不自由
不良
不規則
不評
不調
不足
不通
不運
不順
与える
与党
且つ
世
世の中
世代
世帯
世界
世紀
世話
世論
世辞
世間
丘
丘陵
両側
両方
両替
両極
両立
両親
両～
並
並びに
並ぶ
並べる
並列
並木
並行
中
中々
中世
中傷
中古
中味
中和
中央
中学
中学校
中年
中心
中性
中指
中断
中旬
中枢
中止
中毒
中程
中立
中継
中腹
中身
中途
中間
丸
丸々
丸い
円い
丸ごと
丸める
主
主に
主人
主人公
主任
主体
主催
主婦
主導
主張
主役
主権
主演
主義
主要
主観
主語
主題
主食
丼
乃至
久しい
久しぶり
乏しい
乗せる
乗っ取る
乗り換える
乗り物
乗り越し
乗り込む
乗る
乗客
乗換
乗車
乙
九
九つ
九日
乱す
乱れる
乱暴
乳
乾かす
乾く
乾杯
乾燥
乾電池
了承
了解
予て
予め
予備
予報
予定
予想
予感
予期
予測
予算
予約
予習
予言
予防
争い
争う
事
事件
事前
事務所
事実
事情
事故
事柄
事業
事項
二
二つ
二人
二十日
二十歳
二日
云々
互い
五
五つ
五十音
五日
井戸
亡くす
亡くなる
交える
交ざる
交じる
交す
交ぜる
交わる
交互
交付
交差
交差点
交換
交替
交流
交渉
交番
交通
交通機関
交際
享受
人
人事
人体
人口
人命
人工
人差指
人形
人影
人文科学
人材
人柄
人格
人民
人気
人物
人生
人目
人種
人質
人込み
人通り
人造
人間
人類
今
今に
今にも
今回
今夜
今年
今度
今後
今日
今晩
今更
今月
今朝
今週
今～
介入
介抱
介護
仏
仏像
仕える
仕上
仕上がり
仕上がる
仕上げる
仕事
仕入れる
仕切る
仕掛
仕掛ける
仕方
仕方がない
仕様
仕立てる
仕組
他
他人
他動詞
他方
付き合い
付く
付ける
付け加える
付合う
付近
付録
代える
代る
代る代る
代わり
代名詞
代弁
代理
代用
代表
代金
以上
以下
以内
以前
以外
以後
以来
以降
仮名
仮名遣い
仮定
仰ぐ
仲
仲人
仲直り
仲良し
仲間
件
任す
任せる
任務
任命
企業
企画
休み
休む
休める
休学
休息
休憩
休戦
休暇
休業
休講
休養
会う
会合
会員
会場
会社
会見
会計
会話
会談
会議
会議室
会館
伜
伝える
伝わる
伝来
伝染
伝統
伝言
伝記
伝説
伝達
伯母
伯母さん
叔母さん
伯父
伯父
叔父さん
伯父さん
伴う
伸ばす
伸びる
伺う
似る
似合う
似通う
但し
位
位置
低い
低下
低～
住
住まい
住む
住宅
住所
住民
体
体付き
体制
体力
体操
体格
体温
体積
体系
体育
体裁
体重
体験
何
何々
何か
何だか
何で
何でも
何とか
何分
何気ない
何～
余り
余る
余分
余地
余所
余所見
余暇
余程
余興
余裕
余計
作
作り
作る
作品
作家
作成
作戦
作文
作曲
作業
作法
作物
作用
作者
作製
使い道
使う
使命
使用
使用人
例
例え
例えば
例える
例外
侍
供
供給
依存
依然
依頼
価値
価格
侮辱
侵す
侵入
侵略
便
便り
便利
便宜
便所
便箋
係
係わる
促す
促進
俄
保つ
保健
保存
保守
保温
保管
保育
保証
保護
保険
保障
保養
信じる
信ずる
信仰
信任
信号
信用
信者
信頼
修士
修学
修正
修理
修繕
修行
修飾
俳優
俳句
俺
倉庫
個々
個人
個体
個別
個性
倍
倍率
倒す
倒れる
倒産
候補
借り
借りる
借金
倣う
値
値する
値引き
値打ち
値段
倹約
偉い
偉大
偏見
停止
停滞
停留所
停車
停電
健やか
健全
健在
健康
側面
偶
偶々
偶数
偶然
偽造
傍ら
傑作
傘
備える
備え付ける
備わる
催し
催す
催促
傷
傷める
傷付く
傷付ける
傾く
傾ける
傾らか
傾向
傾斜
僅か
働き
働く
像
僕
僧
儀式
億
優
優しい
優れる
優位
優先
優勝
優勢
優秀
優美
優越
儲かる
儲ける
元
元々
元年
元日
元来
元気
元素
元首
兄
兄弟
充実
兆
先
先々月
先々週
先だって
先代
先天的
先日
先月
先生
先着
先祖
先程
先端
先行
先輩
先週
先頭
光
光る
光景
光沢
光熱費
光線
克服
免れる
免税
免許
免除
兎
児童
党
入る
入れる
入れ物
入口
入場
入学
入手
入浴
入社
入賞
入院
全
全く
全て
全体
全力
全員
全国
全快
全滅
全然
全盛
全般
全身
全部
全集
八
八つ
八日
八百屋
公
公共
公務
公務員
公募
公団
公園
公害
公平
公式
公正
公演
公然
公用
公立
公衆
公表
公認
六
六つ
六日
共に
共働き
共同
共和
共存
共学
共感
共産～
共稼ぎ
共通
共鳴
兵器
兵士
兵隊
具える
具わる
具体
具合
典型
兼ねる
兼業
兼用
内
内乱
内容
内心
内科
内緒
内線
内蔵
内訳
内部
内閣
内陸
円
円周
円満
円滑
再び
再三
再会
再建
再来月
再来週
再現
再生
再発
再～
冒険
冒頭
冗談
写し
写す
写る
写生
写真
冠
冬
冬眠
冴える
冷える
冷たい
冷ます
冷める
冷やかす
冷やす
冷凍
冷房
冷淡
冷蔵
冷蔵庫
冷酷
冷静
凄い
凌ぐ
凍える
凍る
凝らす
凝る
几帳面
処分
処理
処置
処罰
凶作
凸凹
凹む
出
出かける
出くわす
出す
出る
出世
出会い
出会う
出入り
出入口
出動
出勤
出口
出合い
出品
出場
出席
出張
出来上がり
出来上がる
出来事
出演
出版
出現
出生
出産
出発
出直し
出社
出血
出費
出身
出迎え
出題
刀
刃
分
分かる
分かれる
分ける
分子
分布
分担
分散
分数
分析
分業
分母
分裂
分解
分配
分野
分量
分離
分類
切ない
切り
切る
切れ
切れる
切れ目
切実
切手
切替
切符
切開
刈る
刊行
刑
刑事
刑罰
列
列島
列車
初め
始め
初めて
初めに
初旬
初歩
初版
初級
初耳
初～
判
判事
判子
判定
判断
判決
別
別々
別に
別れ
別れる
別荘
利口
利子
利害
利息
利潤
利点
利用
利益
到底
到着
到達
制する
制作
制定
制度
制服
制約
制裁
制限
刷る
券
刺さる
刺す
刺激
刺繍
刺身
刻む
剃る
剃刀
削る
削減
削除
前
前もって
前例
前売
前後
前提
前置き
前者
前途
前進
前～
剥く
剥ぐ
剥げる
剥す
副
副詞
副～
割と
割る
割れる
割合
割合に
割引
割当
割算
割込む
創作
創刊
創立
創造
劇
劇団
劇場
力
力強い
功績
加える
加わる
加入
加味
加工
加減
加熱
加速
加速度
劣る
助かる
助け
助ける
助動詞
助手
助教授
助言
助詞
努めて
努める
努力
励ます
励む
労働
労力
効き目
効く
効力
効果
効率
勇ましい
勇敢
勇気
勉強
動かす
動き
動く
動作
動力
動向
動員
動揺
動機
動物
動物園
動的
動詞
勘
勘定
勘弁
勘違い
務まる
務め
務める
勝ち
勝つ
勝る
勝利
勝手
勝手に
勝敗
勝負
募る
募金
募集
勢い
勢力
勤め
勤める
勤め先
勤労
勤勉
勤務
勧める
勧告
勧誘
匂い
匂う
包み
包む
包丁
包帯
包装
化ける
化合
化学
化石
化粧
化繊
北
北極
匙
匹敵
区分
区切り
区切る
区別
区域
区画
区間
医学
医師
医療
医者
医院
十
十分
十字路
十日
千
午前
午後
半
半ば
半分
半島
半径
半端
卑しい
卑怯
卒業
卒直
協会
協力
協定
協調
協議
南
南北
南極
南米
単なる
単に
単一
単位
単数
単独
単純
単語
単調
博士
博物館
占う
占める
占領
印
印刷
印象
印鑑
危うい
危ない
危ぶむ
危害
危機
危険
即する
即座に
却って
卵
卸す
厄介
厚い
厚かましい
原
原っぱ
原作
原典
原則
原因
原型
原始
原子
原形
原文
原料
原書
原油
原点
原爆
原理
原産
原稿
厳か
厳しい
厳密
厳重
去る
去年
参る
参上
参加
参照
参考
参議院
及び
及ぶ
及ぼす
友
友人
友好
友情
友達
双子
反する
反る
反乱
反対
反射
反応
反感
反抗
反撃
反映
反発
反省
反響
反～
収まる
収める
収入
収容
収支
収益
収穫
収集
叔母
叔父
叔父さん
取り上げる
取り付ける
取り入れる
取り出す
取り寄せる
取り巻く
取り戻す
取り扱う
取り替え
取り替える
取り次ぐ
取り消す
取り混ぜる
取り立てる
取り組む
取り締まる
取り調べる
取り除く
取る
取れる
取引
取扱
取材
取締り
受かる
受ける
受け付ける
受け入れ
受け入れる
受け取る
受け持つ
受け止める
受け継ぐ
受付
受取
受持ち
受話器
受身
受験
口
口吟む
口実
口紅
口述
口頭
古い
古代
古典
古里
古～
句
句読点
叩く
只
叫び
叫ぶ
召し上がる
召す
可
可愛い
可愛がる
可愛そう
可愛らしい
可決
可能
台所
台本
台無し
台詞
台風
叱る
右
叶う
叶える
司る
司会
司法
各々
各地
各種
各自
各～
合う
合わす
合わせる
合併
合同
合唱
合図
合意
合成
合格
合流
合理
合致
合計
合議
合間
吊す
吊り革
吊る
同い年
同じ
同一
同僚
同士
同封
同居
同志
同情
同意
同感
同時
同格
同様
同盟
同等
同級
同調
同～
名
名人
名付ける
名作
名刺
名前
名字
名所
名札
名残
名物
名産
名称
名簿
名詞
名誉
名高い
名～
吐き気
吐く
向かい
向かう
向く
向ける
向こう
向上
君
君主
吟味
吠える
否
否定
否決
含む
含める
吸う
吸収
吹く
吹奏
吹雪
呆れる
呆気ない
呆然
告げる
告白
呑気
呟く
周り
周囲
周期
周辺
味
味わい
味わう
味噌
味方
味覚
呼び出す
呼び掛ける
呼び止める
呼ぶ
呼吸
命
命じる
命ずる
命中
命令
和やか
和らげる
和文
和服
和英
和～
咥える
咲く
咳
哀れ
品
品物
品種
品質
哲学
唇
唯
唯一
唱える
唾
商人
商品
商売
商店
商業
商社
問い
問い合わせ
問い合わせる
問う
問屋
問答
問題
善
善し悪し
善良
喉
喜び
喜ぶ
喜劇
喫茶店
営む
営業
嗅ぐ
嗜好
嘆く
嘗める
嘘つき
嘲笑う
嘴
噂
噛み切る
噛む
器
器具
器官
器械
器用
噴出
噴水
噴火
囁く
四
四つ
四つ角
四季
四捨五入
四日
四角
四角い
回り道
回る、回す
回収
回復
回数
回数券
回答
回覧
回路
回転
回送
因る
団体
団地
団扇
団結
困る
困難
囲む
図
図々しい
図る
図形
図書
図書館
図表
図鑑
固まる
固める
固定
固有
国
国交
国会
国境
国定
国家
国有
国民
国王
国産
国立
国籍
国語
国連
国防
国際
園芸
土
土俵
土台
土地
土手
土曜日
土木
土産
圧倒
圧力
圧縮
圧迫
在る
在る
有る
在学
在庫
地
地下
地下水
地下鉄
地主
地位
地元
地区
地名
地味
地図
地域
地帯
地平線
地形
地方
地点
地獄
地球
地理
地盤
地質
地震
地面
坂
均衡
坊さん
坊っちゃん
坊や
垂れる
垂直
型
垢
垣根
埃
埋まる
埋める
埋め込む
埋蔵
城
城下
執着
執筆
基
基づく
基地
基本
基準
基盤
基礎
基金
堀
堂々
堅
硬
固い
堅い
堤防
堪える
報じる
報ずる
報告
報道
報酬
場
場合
場所
場面
塀
塊
塔
塗る
塞がる
塞ぐ
塩
塩辛い
塵
塵取り
塵紙
塾
境
境界
境遇
墓
墓地
増える
増す
増やす
増加
増大
増強
増減
増進
墜落
墨
壁
壊す
壊れる
壮大
声
声明
売り出し
売り出す
売り切れ
売り切れる
売り場
売る
売れる
売上
売店
売行き
売買
壷
変
変える
変わる
変動
変化
変更
変遷
変革
夏
夏休み
夕刊
夕方
夕日
夕暮れ
夕焼け
夕立
夕飯
外
外す
外れる
外交
外出
外国
外国人
外方
外来
外相
外科
外観
外貨
外部
外～
多い
多分
多少
多忙
多数決
多様
夜
夜中
夜具
夜明け
夜更け
夜更し
夜行
夜間
夢
夢中
大
大いに
大きい
大きな
大した
大して
大丈夫
大事
大人
大人しい
大会
大体
大使
大使館
大便
大凡
大分
大切
大勢
大半
大変
大好き
大学
大学生
大学院
大家
大小
大層
大工
大幅
大戦
大抵
大方
大木
大柄
大概
大気
大水
大空
大筋
大統領
大胆
大臣
大衆
大通り
大部
大部分
大金
大陸
天
天下
天体
天候
天国
天地
天才
天気
天気予報
天災
天然
天皇
太い
太る
太陽
太鼓
夫
夫人
夫妻
夫婦
失う
失恋
失敗
失望
失格
失業
失礼
失脚
失調
奇妙
奉る
奉仕
契機
契約
奥
奥さん
奨励
奨学金
奪う
奮闘
女
女の人
女の子
女優
女史
女子
女性
女房
女王
女～
奴
好き
好き好き
好き嫌い
好ましい
好み
好む
好意
好況
好評
好調
妊娠
妙
妥協
妥当
妥結
妨げる
妨害
妬む
妹
妻
姉
姉妹
始まり
始まる
始めに
始める
始末
始発
始終
姓
姓名
委員
委託
姪
姿
姿勢
威力
威張る
娘
娯楽
婉曲
婚約
婦人
婿
嫁
嫉妬
嫌
嫌々
嫌い
嫌う
嫌がる
子
子供
子孫
子息
字
字体
字引
存じる
存ずる
存在
存続
孝行
季刊
季節
孤児
孤独
孤立
学
学ぶ
学会
学力
学問
学士
学年
学期
学校
学歴
学生
学科
学級
学習
学者
学芸
学術
学説
孫
宅
宇宙
守る
守備
守衛
安い
安っぽい
安全
安定
安心
安易
安静
完ぺき
完了
完全
完成
宗教
官僚
官庁
宙返り
定まる
定める
定休日
定価
定員
定年
定期
定期券
定義
定規
定食
宛てる
宛名
宝
宝石
実
実に
実は
実る
実例
実力
実家
実感
実態
実施
実業家
実物
実現
実用
実績
実習
実行
実費
実践
実際
実験
客
客席
客観
客間
宣伝
宣教
宣言
室～
宮殿
害
害する
宴会
家
家主
家事
家具
家内
家出
家屋
家庭
家族
家来
家畜
家計
家賃
容器
容易
容積
宿
宿命
宿泊
宿題
寂しい
寄せる
寄り掛かる
寄る
寄与
寄付
寄贈
密
密か
密度
密接
密集
富
富む
富豪
寒い
寒帯
寒気
寛容
寝かせる
寝る
寝台
寝坊
寝巻
寝間着
察する
寧ろ
審判
審査
審議
寮
寸法
寺
寺院
対
対する
対処
対応
対抗
対比
対決
対照
対立
対等
対策
対話
対談
対象
対面
寿命
封
封建
封筒
封鎖
専ら
専修
専制
専攻
専用
専門
射す
将来
将棋
尊い
尊ぶ
尊敬
尊重
尋ねる
導く
導入
小
小さい
小さな
小便
小児科
小切手
小包
小売
小学校
小学生
小屋
小指
小数
小柄
小母さん
小父さん
小説
小遣い
小銭
小鳥
小麦
小～
少々
少し
少しも
少ない
少女
少年
尖る
尤も
就く
就任
就業
就職
尻
尽きる
尽くす
尾
尿
局
